version,participant,session,condition,indivMean,test,paradigm,nback,materials,participants,days
v1, 5deeb085bd3f25000a0216de,1,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,1,1,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,1,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,10,1,ctl,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,10,2,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,13,1,ctl,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,13,2,ctl,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,17,1,ctl,0.25,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,17,2,ctl,0.125,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,2,1,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,2,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,20,1,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,20,2,exp,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,22,1,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,22,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,23,1,ctl,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,23,2,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,24,1,ctl,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,24,2,ctl,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5b7e7eb78e8cd800017099f0,1,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5b7e7eb78e8cd800017099f0,2,ctl,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5bcf4bb932e46700016fd804,1,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5bcf4bb932e46700016fd804,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c2d0c8e9564bf00010257d3,1,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c2d0c8e9564bf00010257d3,2,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c2e190fa3e23b00017a3dff,1,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c2e190fa3e23b00017a3dff,2,exp,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c3f53e45149ab0001dc54ce,1,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c3f53e45149ab0001dc54ce,2,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c4c7311620ba700010c0aa0,1,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c4c7311620ba700010c0aa0,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c879642f8e57d00168a286e,1,ctl,0.25,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5c879642f8e57d00168a286e,2,ctl,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d00e117eb8afc00156d3317,1,exp,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d00e117eb8afc00156d3317,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d159d0a8078020016aa60b9,1,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d159d0a8078020016aa60b9,2,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d3067ad3c028b001782ab68,1,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d3067ad3c028b001782ab68,2,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d4cd07fcc0b630019a26789,1,ctl,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d4cd07fcc0b630019a26789,2,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d5e699e133c9c0015f04658,1,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5d5e699e133c9c0015f04658,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5dae21b2232c620011d6a06e,1,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5dae21b2232c620011d6a06e,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5dc1e197b4cc7814f1e88b9e,1,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5dc1e197b4cc7814f1e88b9e,2,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5dcfaad2dd9a740c2493fc28,1,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5dcfaad2dd9a740c2493fc28,2,ctl,0.25,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5de12e8bcc246f1801c63071,1,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5de12e8bcc246f1801c63071,2,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5deeb085bd3f25000a0216de,2,ctl,0.25,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e5c993cd0394c474f7cc502,1,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e5c993cd0394c474f7cc502,2,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e67d9ed33e6a60542f4dfd7,1,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e67d9ed33e6a60542f4dfd7,2,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e70bc96e121de000b95c20e,1,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e70bc96e121de000b95c20e,2,ctl,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e74a7adaec8c8000cc722f2,1,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e74a7adaec8c8000cc722f2,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e87b0db5ca75a41e4d0480d,1,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e87b0db5ca75a41e4d0480d,2,ctl,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e925aeb457c6e09281bf572,1,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e925aeb457c6e09281bf572,2,ctl,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e92f26b444572122fdfe44d,1,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e92f26b444572122fdfe44d,2,exp,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e9f54ff5db8e90ab3ac5694,1,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e9f54ff5db8e90ab3ac5694,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e9fdd5effe6a51855448d1b,1,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5e9fdd5effe6a51855448d1b,2,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ea1923215139d04825f034b,1,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ea1923215139d04825f034b,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ea7caacf5d2171a87ce9dea,1,exp,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ea7caacf5d2171a87ce9dea,2,exp,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ea84a37b5135b0898faa677,1,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ea84a37b5135b0898faa677,2,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ea95301f1853405e031a30d,1,exp,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ea95301f1853405e031a30d,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ebe172a6d155d018177a84d,1,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ebe172a6d155d018177a84d,2,exp,0.125,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ec888262256df3457ab483b,1,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ec888262256df3457ab483b,2,exp,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5eeb7b4164ff080a9e23701b,1,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5eeb7b4164ff080a9e23701b,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5eeb7ee77a37002b9322d143,1,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5eeb7ee77a37002b9322d143,2,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ef5f78600093427dfd5e120,1,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ef5f78600093427dfd5e120,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ef658dc548fce12fda46af8,1,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5ef658dc548fce12fda46af8,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f04976a0b665371cda768a3,1,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f04976a0b665371cda768a3,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f12978191d5a11f7264d4fe,1,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f12978191d5a11f7264d4fe,2,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f2155d9f68c70023f4bc56d,1,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f2155d9f68c70023f4bc56d,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f34252cc70f502d58484682,1,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f34252cc70f502d58484682,2,exp,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f36e88d88481a138d6c3ec2,1,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f36e88d88481a138d6c3ec2,2,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f3a56017d9fb30414533712,1,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f3a56017d9fb30414533712,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f3a8e561b4e9f6a7f442309,1,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f3a8e561b4e9f6a7f442309,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f3ee8fb5f0cc21a519fb0c2,1,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f3ee8fb5f0cc21a519fb0c2,2,ctl,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f47cce43d27dd0c287d3f96,1,exp,0.25,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f47cce43d27dd0c287d3f96,2,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f481bf67f52512c71e6999a,1,exp,0.25,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f481bf67f52512c71e6999a,2,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f4a2b6d7c7b4459814a4477,1,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f4a2b6d7c7b4459814a4477,2,exp,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f4ab03761da210eed724859,1,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f4ab03761da210eed724859,2,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f4bb7df5071eb06891ccb10,1,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f4bb7df5071eb06891ccb10,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f588fb87204220009eb684f,1,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f588fb87204220009eb684f,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f5b64c313f9ca2931cf9917,1,ctl,0.625,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f5b64c313f9ca2931cf9917,2,ctl,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f6140e95bd9c00ce24bf92a,1,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f6140e95bd9c00ce24bf92a,2,exp,1,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f64b5eed3b0d9015f58920c,1,exp,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f64b5eed3b0d9015f58920c,2,exp,0.5,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f6affd2fcd69209f9f768bd,1,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f6affd2fcd69209f9f768bd,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f8739ae0483431242e11d41,1,ctl,0.75,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,5f8739ae0483431242e11d41,2,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,7,1,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,7,2,ctl,0.375,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,8,1,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,8,2,exp,0.875,phrase,A,yes,TN2x2-Exp,Prolific,2
v1,1,2,exp,0.916666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,10,2,ctl,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,13,2,ctl,0.666666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,17,2,ctl,0.583333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,2,2,exp,0.416666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,20,2,exp,0.666666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,22,2,exp,0.416666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,23,2,ctl,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,24,2,ctl,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5b7e7eb78e8cd800017099f0,2,ctl,0.583333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5bcf4bb932e46700016fd804,2,exp,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5c2d0c8e9564bf00010257d3,2,ctl,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5c2e190fa3e23b00017a3dff,2,exp,0.416666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5c3f53e45149ab0001dc54ce,2,ctl,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5c4c7311620ba700010c0aa0,2,exp,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5c879642f8e57d00168a286e,2,ctl,0.666666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5d00e117eb8afc00156d3317,2,exp,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5d159d0a8078020016aa60b9,2,ctl,0.666666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5d3067ad3c028b001782ab68,2,ctl,0.416666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5d4cd07fcc0b630019a26789,2,ctl,0.583333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5d5e699e133c9c0015f04658,2,exp,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5dae21b2232c620011d6a06e,2,exp,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5dc1e197b4cc7814f1e88b9e,2,exp,0.916666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5dcfaad2dd9a740c2493fc28,2,ctl,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5de12e8bcc246f1801c63071,2,exp,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5deeb085bd3f25000a0216de,2,ctl,0.583333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5e5c993cd0394c474f7cc502,2,ctl,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5e67d9ed33e6a60542f4dfd7,2,ctl,0.333333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5e70bc96e121de000b95c20e,2,ctl,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5e74a7adaec8c8000cc722f2,2,exp,0.333333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5e87b0db5ca75a41e4d0480d,2,ctl,0.583333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5e925aeb457c6e09281bf572,2,ctl,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5e92f26b444572122fdfe44d,2,exp,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5e9f54ff5db8e90ab3ac5694,2,exp,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5e9fdd5effe6a51855448d1b,2,ctl,0.333333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5ea1923215139d04825f034b,2,exp,0.583333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5ea7caacf5d2171a87ce9dea,2,exp,0.666666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5ea84a37b5135b0898faa677,2,ctl,0.416666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5ea95301f1853405e031a30d,2,exp,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5ebe172a6d155d018177a84d,2,exp,1,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5ec888262256df3457ab483b,2,exp,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5eeb7b4164ff080a9e23701b,2,exp,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5eeb7ee77a37002b9322d143,2,ctl,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5ef5f78600093427dfd5e120,2,exp,1,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5ef658dc548fce12fda46af8,2,exp,1,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f04976a0b665371cda768a3,2,exp,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f12978191d5a11f7264d4fe,2,ctl,0.583333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f2155d9f68c70023f4bc56d,2,exp,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f34252cc70f502d58484682,2,exp,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f36e88d88481a138d6c3ec2,2,ctl,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f3a56017d9fb30414533712,2,exp,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f3a8e561b4e9f6a7f442309,2,exp,1,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f3ee8fb5f0cc21a519fb0c2,2,ctl,0.416666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f47cce43d27dd0c287d3f96,2,exp,0.583333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f481bf67f52512c71e6999a,2,exp,0.666666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f4a2b6d7c7b4459814a4477,2,exp,0.666666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f4ab03761da210eed724859,2,ctl,0.666666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f4bb7df5071eb06891ccb10,2,exp,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f588fb87204220009eb684f,2,exp,0.916666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f5b64c313f9ca2931cf9917,2,ctl,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f6140e95bd9c00ce24bf92a,2,exp,1,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f64b5eed3b0d9015f58920c,2,exp,0.583333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f6affd2fcd69209f9f768bd,2,exp,0.75,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,5f8739ae0483431242e11d41,2,ctl,0.666666667,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,7,2,ctl,0.5,sentence,A,yes,TN2x2-Exp,Prolific,2
v1,8,2,exp,0.833333333,sentence,A,yes,TN2x2-Exp,Prolific,2
v10,p01,1,exp,1,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p02,1,exp,0.625,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p03,1,exp,0.875,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p04,1,exp,0.625,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p05,1,exp,0.25,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p06,1,exp,0.5,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p07,1,exp,0.875,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p08,1,exp,0.875,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p09,1,exp,0.75,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p10,1,exp,0.75,phrase,E,no,TN2x2-Exp,Prolific,1
v10,p01,1,exp,0.916666667,sentence,E,no,TN2x2-Exp,Prolific,1
v10,p02,1,exp,0.833333333,sentence,E,no,TN2x2-Exp,Prolific,1
v10,p03,1,exp,0.5,sentence,E,no,TN2x2-Exp,Prolific,1
v10,p04,1,exp,0.5,sentence,E,no,TN2x2-Exp,Prolific,1
v10,p05,1,exp,0.5,sentence,E,no,TN2x2-Exp,Prolific,1
v10,p06,1,exp,0.5,sentence,E,no,TN2x2-Exp,Prolific,1
v10,p07,1,exp,0.583333333,sentence,E,no,TN2x2-Exp,Prolific,1
v10,p08,1,exp,0.583333333,sentence,E,no,TN2x2-Exp,Prolific,1
v10,p09,1,exp,0.416666667,sentence,E,no,TN2x2-Exp,Prolific,1
v10,p10,1,exp,0.666666667,sentence,E,no,TN2x2-Exp,Prolific,1
v11,565bff58c121fe0005fc390d,1,exp,0.75,phrase,E,yes,TN2x2-Exp,Prolific,1
v11,5d9e9aa245283100163122c5,1,exp,0.625,phrase,E,yes,TN2x2-Exp,Prolific,1
v11,5dd2d431181abc2ecde6edb4,1,exp,0.75,phrase,E,yes,TN2x2-Exp,Prolific,1
v11,5f90c32f69122f1cebd1cc0b,1,exp,0.375,phrase,E,yes,TN2x2-Exp,Prolific,1
v11,61073d8e2a9737822418b426,1,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,1
v11,6107953a411ead6525346cc8,1,exp,0.75,phrase,E,yes,TN2x2-Exp,Prolific,1
v11,6110cf24ba013fd058746d07,1,exp,1,phrase,E,yes,TN2x2-Exp,Prolific,1
v11,611ffe84a8214760847fc4de,1,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,1
v11,62911a82ead4bc61607aa7d8,1,exp,0.625,phrase,E,yes,TN2x2-Exp,Prolific,1
v11,565bff58c121fe0005fc390d,1,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v11,5d9e9aa245283100163122c5,1,exp,0.5,sentence,E,yes,TN2x2-Exp,Prolific,1
v11,5dd2d431181abc2ecde6edb4,1,exp,0.5,sentence,E,yes,TN2x2-Exp,Prolific,1
v11,5f90c32f69122f1cebd1cc0b,1,exp,0.75,sentence,E,yes,TN2x2-Exp,Prolific,1
v11,61073d8e2a9737822418b426,1,exp,0.583333333,sentence,E,yes,TN2x2-Exp,Prolific,1
v11,6107953a411ead6525346cc8,1,exp,0.583333333,sentence,E,yes,TN2x2-Exp,Prolific,1
v11,6110cf24ba013fd058746d07,1,exp,0.666666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v11,611ffe84a8214760847fc4de,1,exp,0.416666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v11,62911a82ead4bc61607aa7d8,1,exp,0.416666667,sentence,E,yes,TN2x2-Exp,Prolific,1
v12,570b7f8fb9b52b00102d9723,2,exp,0.5,phrase,E,yes,TN2x2-Exp,Prolific,2
